manufacturer,model_name,screen_size_inches,screen,cpu,ram_gb,storage,os,os_version,weight_kg,price_euros,cpu2,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz,storage_size_gb
Lenovo,Yoga 500-15ISK,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Windows,10,2.1,867.0,2.3,Intel,Intel,1920,1080,2.3,256
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,1TB HDD,Windows,10,2.1,398.0,2.5,AMD,AMD,1920,1080,2.5,1000
Asus,Rog GL552VW-CN470T,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,2.59,1339.0,2.6,Nvidia,Intel,1920,1080,2.6,128
HP,EliteBook 1030,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8,256GB SSD,Windows,10,1.16,1699.0,1.1,Intel,Intel,3200,1800,1.1,256
Dell,Vostro 3559,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,7,2.24,769.15,2.3,AMD,Intel,1366,768,2.3,500
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Windows,10,2.1,429.0,2.0,Intel,Intel,1366,768,2.0,128
HP,Spectre Pro,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Windows,10,1.16,1969.0,2.5,Intel,Intel,1920,1080,2.5,512
Lenovo,Yoga Book,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Android,Version Unknown,0.69,549.0,1.44,Intel,Intel,1920,1200,1.44,64
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8,256GB SSD,Windows,10,1.23,1379.0,2.4,Intel,Intel,1920,1080,2.4,256
Lenovo,IdeaPad Y900-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1TB Hybrid,Windows,10,4.6,2749.99,2.7,Nvidia,Intel,1920,1080,2.7,256
Razer,Blade Stealth,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.25,1029.0,2.5,Intel,Intel,3840,2160,2.5,256
Toshiba,Portege X30-D-10K,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.05,2226.0,2.7,Intel,Intel,1920,1080,2.7,512
Asus,Rog GL752VW-T4308T,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,3.52,1312.49,2.6,Nvidia,Intel,1920,1080,2.6,128
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4,32GB Flash Storage,Windows,10,1.35,196.0,1.44,Intel,Intel,1920,1080,1.44,32
HP,Spectre Pro,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.16,1690.0,2.3,Intel,Intel,1920,1080,2.3,256
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.43,1513.0,2.3,Intel,Intel,1920,1080,2.3,256
Dell,Latitude E5570,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Linux,Version Unknown,2.09,523.63,2.3,Intel,Intel,1366,768,2.3,500
Asus,VivoBook Max,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Windows,10,2.0,435.0,2.4,Intel,Intel,1366,768,2.4,1000
Lenovo,ThinkPad Yoga,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.8,1669.0,2.5,Intel,Intel,1920,1080,2.5,256
Lenovo,Yoga Book,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Windows,10,0.69,479.0,1.44,Intel,Intel,1920,1200,1.44,64
HP,EliteBook 820,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,7,1.26,1895.0,2.4,Intel,Intel,1366,768,2.4,256
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,No OS,Version Unknown,2.4,989.0,2.5,Nvidia,Intel,1920,1080,2.5,128
HP,Omen -,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128GB SSD +  1TB HDD,Windows,10,3.35,1129.0,2.3,Nvidia,Intel,1920,1080,2.3,128
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,2TB HDD,Windows,10,2.04,629.0,2.7,Intel,Intel,1366,768,2.7,2000
Lenovo,ThinkPad P40,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8,512GB SSD,Windows,7,1.8,2050.38,2.6,Nvidia,Intel,1920,1080,2.6,512
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.5,278.0,1.1,Intel,Intel,1366,768,1.1,32
HP,250 G6,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.84,752.0,2.7,Intel,Intel,1920,1080,2.7,256
Acer,Aspire E5-576G,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.23,616.0,2.5,Nvidia,Intel,1920,1080,2.5,1000
Lenovo,IdeaPad 500-15ISK,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,1TB Hybrid,Windows,10,2.5,1099.0,2.5,AMD,Intel,1920,1080,2.5,1000
HP,ZBook 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,7,3.0,3949.4,2.6,Nvidia,Intel,1920,1080,2.6,256
Dell,Inspiron 5567,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.5,784.0,2.5,AMD,Intel,1366,768,2.5,1000
Micro-Star International,GT72S Dominator,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78,2399.0,2.7,Nvidia,Intel,1920,1080,2.7,256
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,7,1.88,2171.72,2.5,Intel,Intel,1920,1080,2.5,256
Lenovo,ThinkPad X1,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Windows,10,2.8,2440.0,2.6,Intel,Intel,2560,1440,2.6,512
Micro-Star International,GP62M 7RDX,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.4,1142.8,2.8,Nvidia,Intel,1920,1080,2.8,128
HP,Spectre Pro,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,10,1.48,1629.0,2.4,Intel,Intel,1920,1080,2.4,256
HP,ZBook 15,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,7,2.59,2229.0,2.6,Nvidia,Intel,1920,1080,2.6,256
HP,Spectre Pro,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,1.48,1799.0,2.6,Intel,Intel,2560,1440,2.6,256
HP,ZBook Studio,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,7,2.0,1899.0,2.6,Nvidia,Intel,1920,1080,2.6,256
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8,256GB SSD,Windows,7,1.26,2296.95,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.18,1009.9,2.7,Nvidia,Intel,1920,1080,2.7,256
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.88,1579.0,2.3,Intel,Intel,1920,1080,2.3,256
Lenovo,ThinkPad X1,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.27,2339.0,2.5,Intel,Intel,2560,1440,2.5,256
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,No OS,Version Unknown,1.9,339.0,2.0,Intel,Intel,1366,768,2.0,1000
HP,15-BA015wm (E2-7110/4GB/500GB/W10),15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500GB HDD,Windows,10,1.86,297.0,1.8,AMD,AMD,1366,768,1.8,500
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1TB HDD,No OS,Version Unknown,2.32,599.0,2.3,AMD,Intel,1920,1080,2.3,1000
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,2.62,1199.0,2.8,Nvidia,Intel,1920,1080,2.8,1000
Dell,XPS 15,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8,256GB SSD,Windows,10,2.04,2250.68,2.3,Nvidia,Intel,3840,2160,2.3,256
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4,256GB SSD,Windows,10,1.91,478.89,2.5,AMD,AMD,1920,1080,2.5,256
Micro-Star International,GP72M 7REX,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.7,1492.8,2.8,Nvidia,Intel,1920,1080,2.8,256
Lenovo,ThinkPad T460s,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,512GB SSD,Windows,7,1.4,2299.0,2.6,Intel,Intel,1920,1080,2.6,512
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1TB Hybrid,Windows,10,2.5,788.49,2.3,AMD,Intel,1920,1080,2.3,1000
HP,Spectre Pro,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,512GB SSD,Windows,10,1.48,2041.0,2.6,Intel,Intel,2560,1440,2.6,512
Lenovo,ThinkPad T460,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,7,1.7,1499.0,2.6,Intel,Intel,1920,1080,2.6,256
Micro-Star International,GS40 Phantom,14.0,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,1.7,1769.0,2.6,Nvidia,Intel,1920,1080,2.6,256
HP,Pavilion 15-cb003nv,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,2.62,899.0,2.8,Nvidia,Intel,1920,1080,2.8,1000
Lenovo,IdeaPad 310-15ISK,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8,1TB HDD,Windows,10,2.2,459.0,2.0,Intel,Intel,1366,768,2.0,1000
HP,250 G4,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,No OS,Version Unknown,2.1,476.99,2.3,Intel,Intel,1366,768,2.3,500
Dell,Inspiron 7567,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.62,1498.0,2.8,Nvidia,Intel,3840,2160,2.8,128
Lenovo,ThinkPad T570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.95,1390.0,2.5,Intel,Intel,1920,1080,2.5,256
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.2,468.0,2.0,Nvidia,Intel,1920,1080,2.0,1000
HP,Stream 14-AX000nv,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Windows,10,1.44,249.0,1.6,Intel,Intel,1366,768,1.6,32
Micro-Star International,PL60 7RD,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.2,839.0,2.7,Nvidia,Intel,1920,1080,2.7,1000
HP,250 G5,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.96,679.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Windows,10,2.1,1159.0,1.8,Intel,Intel,1920,1080,1.8,512
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,500GB HDD,Windows,10,2.2,369.0,1.6,Intel,Intel,1366,768,1.6,500
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,No OS,Version Unknown,2.1,398.0,2.3,Intel,Intel,1366,768,2.3,500
Lenovo,IdeaPad 510-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,No OS,Version Unknown,2.2,709.0,2.7,Nvidia,Intel,1920,1080,2.7,1000
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),14.0,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Windows,10,2.0,769.0,2.4,Intel,Intel,1920,1080,2.4,256
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4,1TB Hybrid,Windows,7,2.32,825.0,2.5,Intel,Intel,1920,1080,2.5,1000
Lenovo,IdeaPad Y700-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD,Windows,10,3.31,1305.0,2.6,Nvidia,Intel,1920,1080,2.6,512
Micro-Star International,GS60 Ghost,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,1.91,2153.37,2.6,Nvidia,Intel,1920,1080,2.6,128
HP,ProBook 450,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Windows,10,2.07,650.0,2.3,Intel,Intel,1366,768,2.3,500
Lenovo,ThinkPad X1,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.36,1637.0,2.3,Intel,Intel,2560,1440,2.3,256
Lenovo,IdeaPad 310-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6,256GB SSD,Windows,10,1.54,831.0,2.7,Nvidia,Intel,1920,1080,2.7,256
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Linux,Version Unknown,1.98,895.01,2.7,Nvidia,Intel,1920,1080,2.7,256
Acer,Aspire 3,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4,500GB HDD,Windows,10,2.1,333.0,2.0,Intel,Intel,1366,768,2.0,500
HP,Pavilion 15-BC000nv,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6,1TB HDD,Windows,10,2.18,799.0,2.6,Nvidia,Intel,1920,1080,2.6,1000
Asus,Rog GL552VW-DM201T,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD +  1TB HDD,Windows,10,2.591,909.0,2.6,Nvidia,Intel,1920,1080,2.6,256
Dell,Inspiron 5578,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,2.09,1179.0,2.7,Intel,Intel,1920,1080,2.7,512
Acer,Aspire E5-576G,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,2.23,691.0,2.5,Nvidia,Intel,1920,1080,2.5,256
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Linux,Version Unknown,1.23,1099.0,2.4,Intel,Intel,3200,1800,2.4,256
Acer,Predator G9-793,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.2,2599.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Windows,10,2.4,819.0,2.5,Nvidia,Intel,1920,1080,2.5,1000
Samsung,Chromebook Plus,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.15,659.0,2.0,ARM,Samsung,2400,1600,2.0,32
HP,250 G6,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.86,485.0,2.5,Intel,Intel,1366,768,2.5,500
Apple,"MacBook 12""",12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256GB Flash Storage,macOS,X,0.92,1163.0,1.1,Intel,Intel,2304,1440,1.1,256
Dell,Inspiron 7378,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.6,1199.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,Pavilion Power,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,128GB SSD +  1TB HDD,Windows,10,2.21,1327.0,2.8,Nvidia,Intel,1920,1080,2.8,128
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,No OS,Version Unknown,1.9,368.0,2.0,AMD,Intel,1366,768,2.0,1000
Asus,Rog G752VY-GC229T,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  1TB HDD,Windows,10,4.3,2150.0,2.6,Nvidia,Intel,1920,1080,2.6,512
Acer,Aspire 3,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4,1TB HDD,Linux,Version Unknown,2.1,272.0,2.0,Intel,Intel,1366,768,2.0,1000
Micro-Star International,GS73VR 7RF,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.43,2048.9,2.8,Nvidia,Intel,1920,1080,2.8,256
Dell,Inspiron 5567,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Windows,10,2.3,499.0,2.0,AMD,Intel,1366,768,2.0,128
Lenovo,IdeaPad 310-15ISK,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8,500GB HDD,No OS,Version Unknown,2.2,629.0,2.5,Nvidia,Intel,1366,768,2.5,500
Dell,Inspiron 5579,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Windows,10,2.0,1285.0,1.8,Intel,Intel,1920,1080,1.8,512
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.2,2680.0,2.7,Intel,Intel,3200,1800,2.7,512
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1TB HDD,Windows,10,2.2,1169.0,2.6,Nvidia,Intel,1920,1080,2.6,1000
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.36,889.0,2.5,AMD,Intel,1920,1080,2.5,256
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.91,579.0,2.5,Intel,Intel,1366,768,2.5,256
Lenovo,IdeaPad 320-15AST,15.6,1366x768,AMD E-Series 9000 2.2GHz,4,500GB HDD,Windows,10,2.2,299.0,2.2,AMD,AMD,1366,768,2.2,500
Acer,Aspire E5-774G,17.3,1600x900,Intel Core i3 6006U 2.0GHz,8,1TB HDD,Windows,10,3.3,629.0,2.0,Nvidia,Intel,1600,900,2.0,1000
Asus,Rog Strix,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.2,2449.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Apple,"MacBook 12""",12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512GB Flash Storage,macOS,X,0.92,1279.0,1.2,Intel,Intel,2304,1440,1.2,512
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,2.2,1749.0,2.8,Nvidia,Intel,1920,1080,2.8,128
Micro-Star International,GS73VR Stealth,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,2.43,1948.99,2.6,Nvidia,Intel,1920,1080,2.6,256
Dell,Inspiron 7579,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.191,999.0,2.5,Intel,Intel,1920,1080,2.5,256
Asus,ROG Strix,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.9,1949.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,11.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2,32GB SSD,Chrome OS,Version Unknown,1.3,174.0,1.5,Intel,Intel,1366,768,1.5,32
Acer,E5 774G,17.3,1600x900,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,3.3,598.0,2.0,Nvidia,Intel,1600,900,2.0,1000
Lenovo,IdeaPad 320-17IKB,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1TB HDD,No OS,Version Unknown,2.8,539.0,2.5,Intel,Intel,1600,900,2.5,1000
Lenovo,IdeaPad Y700-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.6,1272.0,2.6,Nvidia,Intel,1920,1080,2.6,128
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8,256GB SSD,Windows,10,1.2,1149.0,1.3,Intel,Intel,1920,1080,1.3,256
Lenovo,Thinkpad T560,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,2.3,1529.0,2.6,Intel,Intel,1920,1080,2.6,256
Micro-Star International,GP62MVR 6RF,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,1476.11,2.6,Nvidia,Intel,1920,1080,2.6,128
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,15.6,Full HD 1920x1080,AMD A12-Series 9720P 2.7GHz,6,1TB HDD,Windows,10,2.1,529.0,2.7,AMD,AMD,1920,1080,2.7,1000
Dell,Latitude E7270,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,7,1.26,1713.37,2.4,Intel,Intel,1920,1080,2.4,256
Dell,Inspiron 5578,15.0,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,2.08,509.0,2.4,Intel,Intel,1920,1080,2.4,500
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,1TB HDD,Windows,10,2.65,309.0,1.6,Intel,Intel,1366,768,1.6,1000
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.29,1477.0,2.7,Intel,Intel,3200,1800,2.7,256
Dell,Vostro 3568,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Linux,Version Unknown,2.18,521.86,2.5,Intel,Intel,1366,768,2.5,1000
Lenovo,IdeaPad Y700-15ISK,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,2.6,1029.0,2.6,Nvidia,Intel,1920,1080,2.6,128
Micro-Star International,GL62M 7RDX,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,1149.0,2.8,Nvidia,Intel,1920,1080,2.8,128
Lenovo,ThinkPad Yoga,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16,512GB SSD,Windows,10,1.3,1650.0,2.5,Intel,Intel,1920,1080,2.5,512
Razer,Blade Pro,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1TB SSD,Windows,10,1.95,3499.0,2.8,Nvidia,Intel,1920,1080,2.8,1000
Dell,Inspiron 3567,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Windows,10,2.3,469.01,2.4,Intel,Intel,1366,768,2.4,1000
Micro-Star International,GE72VR Apache,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.7,1598.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Apple,MacBook Air,11.6,1366x768,Intel Core i5 1.6GHz,4,256GB Flash Storage,macOS,X,1.08,959.0,1.6,Intel,Intel,1366,768,1.6,256
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.1,478.0,2.0,Intel,Intel,1920,1080,2.0,1000
HP,EliteBook 840,14.0,2560x1440,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,7,1.54,2198.19,2.5,Intel,Intel,2560,1440,2.5,256
Dell,Vostro 3559,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,7,2.24,737.0,2.3,Intel,Intel,1366,768,2.3,500
Micro-Star International,GL62 6QF,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.3,1169.0,2.6,Nvidia,Intel,1920,1080,2.6,128
Lenovo,ThinkPad 13,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.4,1499.0,2.7,Intel,Intel,1920,1080,2.7,512
