manufacturer,model_name,screen_size_inches,screen,cpu,ram_gb,storage,os,os_version,weight_kg,price_euros,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz
HP,Probook 440,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,1.64,684.0,Intel,Intel,1366,768,2.4
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB Hybrid,Windows,10,2.65,949.0,Nvidia,Intel,1920,1080,2.5
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.26,1539.0,Intel,Intel,1920,1080,2.5
HP,Elitebook 840,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.48,1590.0,Intel,Intel,1920,1080,2.5
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.54,1887.21,Intel,Intel,1920,1080,2.5
HP,Probook 430,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,1.49,800.0,Intel,Intel,1366,768,2.4
Toshiba,Portege A30-C-1CZ,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.5,1210.0,Intel,Intel,1366,768,2.3
HP,ProBook 450,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Windows,10,2.04,769.99,Intel,Intel,1366,768,2.4
Lenovo,ThinkPad P70,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Windows,7,2.4,2968.0,Nvidia,Intel,3840,2160,2.7
Toshiba,Tecra Z40-C-12Z,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.47,1490.0,Intel,Intel,1920,1080,2.3
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.43,2229.0,Intel,Intel,1920,1080,2.5
Dell,Inspiron 5568,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4,1TB HDD,Windows,10,2.08,795.99,Intel,Intel,1920,1080,2.3
Toshiba,Portégé Z30-C-16K,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.2,1590.0,Intel,Intel,1920,1080,2.3
HP,Spectre 13-V100nv,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.11,1149.0,Intel,Intel,1920,1080,2.5
HP,ProBook 440,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.64,1185.43,Nvidia,Intel,1920,1080,2.7
Dell,Latitude E5570,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,500GB HDD,Windows,10,2.09,1046.44,Intel,Intel,1920,1080,2.4
HP,Elitebook 820,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.26,1559.0,Intel,Intel,1366,768,2.5
HP,ProBook 650,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.31,1189.0,Intel,Intel,1366,768,2.5
HP,ProBook 640,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.95,1060.0,Intel,Intel,1366,768,2.5
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.29,1624.0,Intel,Intel,3200,1800,2.5
HP,Probook 470,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.63,1080.0,Nvidia,Intel,1920,1080,2.5
HP,ProBook 440,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.64,973.0,Intel,Intel,1366,768,2.5
Acer,Aspire 3,15.6,1366x768,AMD A9-Series 9420 3GHz,6,1TB HDD,Windows,10,2.1,409.0,AMD,AMD,1366,768,3.0
Micro-Star International,GL72M 7RDX,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.7,1191.8,Nvidia,Intel,1920,1080,2.8
HP,Probook 640,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.95,1195.0,Intel,Intel,1920,1080,2.3
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.84,1228.99,Intel,Intel,1920,1080,2.5
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.26,1349.0,Intel,Intel,1920,1080,2.5
HP,ProBook 450,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.04,742.0,Intel,Intel,1366,768,2.5
Toshiba,Tecra Z40-C-136,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,1.47,1725.0,Intel,Intel,1920,1080,2.6
Dell,Latitude E5570,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,7,2.09,1062.95,Intel,Intel,1920,1080,2.4
HP,ProBook 440,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.64,1010.51,Intel,Intel,1920,1080,2.5
Lenovo,Yoga 500-15ISK,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,256GB SSD,Windows,10,1.8,847.0,Intel,Intel,1920,1080,2.5
Vero,V142 (X5-Z8350/2GB/32GB/W10),14.0,1366x768,Intel Atom X5-Z8350 1.44GHz,2,32GB Flash Storage,Windows,10,1.45,210.8,Intel,Intel,1366,768,1.44
Toshiba,Tecra A50-C-218,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,256GB SSD,Windows,10,2.4,1425.0,Nvidia,Intel,1920,1080,2.5
Lenovo,Thinkpad L560,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,2.3,1049.6,Intel,Intel,1920,1080,2.3
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.54,1000.0,Intel,Intel,1920,1080,2.3
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD +  500GB HDD,Windows,10,1.84,2103.34,Intel,Intel,1920,1080,2.4
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.43,1469.0,Intel,Intel,1920,1080,2.3
Micro-Star International,GT72S Dominator,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78,1545.64,Nvidia,Intel,1920,1080,2.7
Lenovo,IdeaPad Y900-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,4.6,2289.99,Nvidia,Intel,1920,1080,2.6
Asus,Chromebook C202SA,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.2,287.9,Intel,Intel,1366,768,1.6
Lenovo,ThinkPad X1,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16,256GB SSD,Windows,7,1.1,2620.0,Intel,Intel,2560,1440,2.6
HP,Noteb Pav,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,1.91,979.0,Nvidia,Intel,1920,1080,2.7
Dell,Inspiron 5578,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8,256GB SSD,Windows,10,2.3,1094.0,Intel,Intel,1920,1080,2.7
HP,ProBook 450,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,2.04,979.0,Intel,Intel,1366,768,2.5
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Windows,10,1.2,2254.0,Intel,Intel,3200,1800,2.7
HP,ProBook 650,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Windows,10,2.31,705.15,Intel,Intel,1366,768,2.3
HP,250 G5,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,No OS,Version Unknown,1.96,499.0,Intel,Intel,1366,768,2.5
Acer,Aspire ES1-523,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8,1TB HDD,Windows,10,2.4,449.0,AMD,AMD,1366,768,2.2
Dell,Inspiron 7378,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,256GB SSD,Windows,10,1.6,1299.0,Intel,Intel,1920,1080,2.7
Micro-Star International,GT62VR 6RD,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,2.94,1819.0,Nvidia,Intel,1920,1080,2.6
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.04,1070.0,Intel,Intel,1920,1080,2.7
Asus,Rog G752VL-GC088D,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1TB HDD,No OS,Version Unknown,4.0,998.0,Nvidia,Intel,1920,1080,2.6
Dell,Inspiron 3567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.25,559.0,Intel,Intel,1920,1080,2.5
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,2TB HDD,Windows,10,2.32,989.99,AMD,Intel,1920,1080,2.7
Micro-Star International,GS63VR 6RF,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,1.8,1929.0,Nvidia,Intel,1920,1080,2.6
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.29,1458.0,Intel,Intel,1920,1080,2.7
Asus,ROG G701VO,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64,1TB SSD,Windows,10,3.58,3975.0,Nvidia,Intel,1920,1080,2.7
Dell,Inspiron 5368,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.62,798.01,Intel,Intel,1920,1080,2.5
Dell,Alienware 15,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,3.21,1329.0,Nvidia,Intel,3840,2160,2.6
Apple,"MacBook 12""",12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256GB Flash Storage,macOS,X,0.92,1300.0,Intel,Intel,2304,1440,1.1
Dell,Latitude 3570,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Windows,10,2.06,481.98,Intel,Intel,1366,768,2.3
HP,ProBook 650,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.31,1199.0,Intel,Intel,1366,768,2.3
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.26,1199.0,Intel,Intel,1920,1080,2.3
HP,ProBook 430,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.49,1090.0,Intel,Intel,1920,1080,2.7
Lenovo,ThinkPad Yoga,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.3,1713.49,Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad 300-17ISK,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8,1TB HDD,Windows,10,3.0,659.0,AMD,Intel,1600,900,2.3
Lenovo,Ideapad 700-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,Windows,10,2.3,977.0,Nvidia,Intel,1920,1080,2.3
Micro-Star International,GT72VR Dominator,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78,2499.0,Nvidia,Intel,1920,1080,2.8
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.1,540.0,Intel,Intel,1366,768,2.3
HP,Probook 650,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,7,2.31,940.0,Intel,Intel,1920,1080,2.3
Lenovo,Yoga 900S-12ISK,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Windows,10,0.99,1399.0,Intel,Intel,2560,1440,1.2
Lenovo,IdeaPad Y900-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512GB SSD +  1TB Hybrid,Windows,10,4.6,3240.0,Nvidia,Intel,1920,1080,2.7
Lenovo,Yoga Book,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Windows,10,0.69,646.27,Intel,Intel,1920,1200,1.44
HP,Spectre x360,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.3,2049.0,Intel,Intel,3840,2160,2.7
Dell,Vostro 3568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.18,750.0,Intel,Intel,1920,1080,2.5
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,7,1.54,1030.99,Intel,Intel,1920,1080,2.3
HP,ZBook 15u,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,7,1.9,1495.0,AMD,Intel,1920,1080,2.5
Lenovo,ThinkPad T460,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1GB SSD,Windows,7,1.7,1199.0,Intel,Intel,1920,1080,2.3
HP,Chromebook 13,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.29,615.0,Intel,Intel,3200,1800,1.5
Acer,Aspire ES1-523,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4,500GB HDD,Windows,10,2.4,387.0,AMD,AMD,1366,768,2.2
Dell,Inspiron 3552,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4,500GB HDD,Linux,Version Unknown,2.2,393.49,Intel,Intel,1366,768,1.6
HP,250 G6,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,No OS,Version Unknown,1.86,345.99,Intel,Intel,1366,768,2.0
Asus,Rog GL702VM-GC354T,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Windows,10,2.7,1599.0,Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5370,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Windows,10,1.4,818.35,AMD,Intel,1920,1080,1.6
HP,Elitebook 820,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,7,2.4,1599.0,Intel,Intel,1366,768,2.3
Acer,Aspire F5-573G,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD +  1TB HDD,Windows,10,2.4,799.0,Nvidia,Intel,1920,1080,2.5
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.36,638.8,AMD,Intel,1920,1080,2.5
Micro-Star International,GS70 Stealth,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,10,2.6,1599.0,Nvidia,Intel,1920,1080,2.6
HP,250 G5,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,1TB HDD,Windows,10,1.96,500.0,Intel,Intel,1366,768,1.6
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,4.3,2299.0,Nvidia,Intel,1920,1080,2.6
Dell,Latitude E5270,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Windows,7,1.5,1135.15,Intel,Intel,1366,768,2.3
Dell,Latitude E5270,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,128GB SSD,Windows,7,1.5,1166.97,Intel,Intel,1366,768,2.3
Acer,Chromebook 15,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4,16GB SSD,Chrome OS,Version Unknown,2.2,209.0,Intel,Intel,1366,768,1.5
HP,ZBook 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1TB HDD,Windows,7,3.0,2899.0,AMD,Intel,1920,1080,2.6
Lenovo,Legion Y520-15IKBN,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.4,1199.0,Nvidia,Intel,1920,1080,2.8
Dell,Latitude E5270,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.5,1413.1,Intel,Intel,1366,768,2.3
Micro-Star International,GE72 Apache,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.9,1511.19,Nvidia,Intel,1920,1080,2.6
Lenovo,Yoga 500-15ISK,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Windows,10,2.1,867.0,Intel,Intel,1920,1080,2.3
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,1TB HDD,Windows,10,2.1,398.0,AMD,AMD,1920,1080,2.5
Asus,Rog GL552VW-CN470T,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,2.59,1339.0,Nvidia,Intel,1920,1080,2.6
HP,EliteBook 1030,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8,256GB SSD,Windows,10,1.16,1699.0,Intel,Intel,3200,1800,1.1
Dell,Vostro 3559,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,7,2.24,769.15,AMD,Intel,1366,768,2.3
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Windows,10,2.1,429.0,Intel,Intel,1366,768,2.0
HP,Spectre Pro,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Windows,10,1.16,1969.0,Intel,Intel,1920,1080,2.5
Lenovo,Yoga Book,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Android,Version Unknown,0.69,549.0,Intel,Intel,1920,1200,1.44
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8,256GB SSD,Windows,10,1.23,1379.0,Intel,Intel,1920,1080,2.4
Lenovo,IdeaPad Y900-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1TB Hybrid,Windows,10,4.6,2749.99,Nvidia,Intel,1920,1080,2.7
Razer,Blade Stealth,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.25,1029.0,Intel,Intel,3840,2160,2.5
Toshiba,Portege X30-D-10K,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.05,2226.0,Intel,Intel,1920,1080,2.7
Asus,Rog GL752VW-T4308T,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,3.52,1312.49,Nvidia,Intel,1920,1080,2.6
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4,32GB Flash Storage,Windows,10,1.35,196.0,Intel,Intel,1920,1080,1.44
HP,Spectre Pro,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.16,1690.0,Intel,Intel,1920,1080,2.3
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.43,1513.0,Intel,Intel,1920,1080,2.3
Dell,Latitude E5570,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Linux,Version Unknown,2.09,523.63,Intel,Intel,1366,768,2.3
Asus,VivoBook Max,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Windows,10,2.0,435.0,Intel,Intel,1366,768,2.4
Lenovo,ThinkPad Yoga,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.8,1669.0,Intel,Intel,1920,1080,2.5
Lenovo,Yoga Book,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Windows,10,0.69,479.0,Intel,Intel,1920,1200,1.44
HP,EliteBook 820,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,7,1.26,1895.0,Intel,Intel,1366,768,2.4
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,No OS,Version Unknown,2.4,989.0,Nvidia,Intel,1920,1080,2.5
HP,Omen -,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128GB SSD +  1TB HDD,Windows,10,3.35,1129.0,Nvidia,Intel,1920,1080,2.3
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,2TB HDD,Windows,10,2.04,629.0,Intel,Intel,1366,768,2.7
Lenovo,ThinkPad P40,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8,512GB SSD,Windows,7,1.8,2050.38,Nvidia,Intel,1920,1080,2.6
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.5,278.0,Intel,Intel,1366,768,1.1
HP,250 G6,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.84,752.0,Intel,Intel,1920,1080,2.7
Acer,Aspire E5-576G,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.23,616.0,Nvidia,Intel,1920,1080,2.5
Lenovo,IdeaPad 500-15ISK,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,1TB Hybrid,Windows,10,2.5,1099.0,AMD,Intel,1920,1080,2.5
HP,ZBook 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,7,3.0,3949.4,Nvidia,Intel,1920,1080,2.6
Dell,Inspiron 5567,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.5,784.0,AMD,Intel,1366,768,2.5
Micro-Star International,GT72S Dominator,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78,2399.0,Nvidia,Intel,1920,1080,2.7
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,7,1.88,2171.72,Intel,Intel,1920,1080,2.5
Lenovo,ThinkPad X1,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Windows,10,2.8,2440.0,Intel,Intel,2560,1440,2.6
Micro-Star International,GP62M 7RDX,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.4,1142.8,Nvidia,Intel,1920,1080,2.8
HP,Spectre Pro,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,10,1.48,1629.0,Intel,Intel,1920,1080,2.4
HP,ZBook 15,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,7,2.59,2229.0,Nvidia,Intel,1920,1080,2.6
HP,Spectre Pro,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,1.48,1799.0,Intel,Intel,2560,1440,2.6
HP,ZBook Studio,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,7,2.0,1899.0,Nvidia,Intel,1920,1080,2.6
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8,256GB SSD,Windows,7,1.26,2296.95,Intel,Intel,1920,1080,2.5
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.18,1009.9,Nvidia,Intel,1920,1080,2.7
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.88,1579.0,Intel,Intel,1920,1080,2.3
Lenovo,ThinkPad X1,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.27,2339.0,Intel,Intel,2560,1440,2.5
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,No OS,Version Unknown,1.9,339.0,Intel,Intel,1366,768,2.0
HP,15-BA015wm (E2-7110/4GB/500GB/W10),15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500GB HDD,Windows,10,1.86,297.0,AMD,AMD,1366,768,1.8
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1TB HDD,No OS,Version Unknown,2.32,599.0,AMD,Intel,1920,1080,2.3
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,2.62,1199.0,Nvidia,Intel,1920,1080,2.8
Dell,XPS 15,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8,256GB SSD,Windows,10,2.04,2250.68,Nvidia,Intel,3840,2160,2.3
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4,256GB SSD,Windows,10,1.91,478.89,AMD,AMD,1920,1080,2.5
Micro-Star International,GP72M 7REX,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.7,1492.8,Nvidia,Intel,1920,1080,2.8
